date,route_id,trips,seats_available,tickets_sold,load_factor,cancelled
2022-08-30,R01,12,14616,11539.0,0.789,0
2022-08-31,R01,12,14616,14594.0,0.998,0
2022-09-01,R01,12,14616,13277.0,0.908,0
2022-09-02,R01,12,14616,14616.0,1.0,0
2022-09-03,R01,12,14616,14616.0,1.0,0
2022-09-04,R01,12,14616,14616.0,1.0,0
2022-09-05,R01,12,14616,12881.0,0.881,0
2022-09-06,R01,12,14616,12143.0,0.831,0
2022-09-07,R01,12,14616,13722.0,0.939,0
2022-09-08,R01,12,14616,10257.0,0.702,0
2022-09-09,R01,12,14616,14616.0,1.0,0
2022-09-10,R01,12,14616,14616.0,1.0,0
2022-09-11,R01,12,14616,14616.0,1.0,0
2022-09-12,R01,12,14616,12506.0,0.856,0
2022-09-13,R01,12,14616,13820.0,0.946,0
2022-09-14,R01,12,14616,12188.0,0.834,0
2022-09-15,R01,12,14616,11595.0,0.793,0
2022-09-16,R01,12,14616,14616.0,1.0,0
2022-09-17,R01,12,14616,14616.0,1.0,0
2022-09-18,R01,12,14616,14616.0,1.0,0
2022-09-19,R01,12,14616,12572.0,0.86,0
2022-09-20,R01,12,14616,11853.0,0.811,0
2022-09-21,R01,12,14616,13057.0,0.893,0
2022-09-22,R01,12,14616,,,0
2022-09-23,R01,12,14616,14616.0,1.0,0
2022-09-24,R01,12,14616,12456.0,0.852,0
2022-09-25,R01,12,14616,11277.0,0.772,0
2022-09-26,R01,12,14616,14187.0,0.971,0
2022-09-27,R01,12,14616,12256.0,0.839,0
2022-09-28,R01,12,14616,13796.0,0.944,0
2022-09-29,R01,12,14616,11678.0,0.799,0
2022-09-30,R01,12,14616,14616.0,1.0,0
2022-10-01,R01,12,14616,14395.0,0.985,0
2022-10-02,R01,12,14616,14616.0,1.0,0
2022-10-03,R01,12,14616,13680.0,0.936,0
2022-10-04,R01,12,14616,11608.0,0.794,0
2022-10-05,R01,12,14616,14025.0,0.96,0
2022-10-06,R01,12,14616,11747.0,0.804,0
2022-10-07,R01,12,14616,12145.0,0.831,0
2022-10-08,R01,12,14616,14216.0,0.973,0
2022-10-09,R01,12,14616,13749.0,0.941,0
2022-10-10,R01,12,14616,13881.0,0.95,0
2022-10-11,R01,12,14616,11889.0,0.813,0
2022-10-12,R01,12,14616,11486.0,0.786,0
2022-10-13,R01,12,14616,14324.0,0.98,0
2022-10-14,R01,12,14616,13797.0,0.944,0
2022-10-15,R01,12,14616,14616.0,1.0,0
2022-10-16,R01,12,14616,13631.0,0.933,0
2022-10-17,R01,12,14616,12949.0,0.886,0
2022-10-18,R01,12,14616,8636.0,0.591,0
2022-10-19,R01,12,14616,12333.0,0.844,0
2022-10-20,R01,12,14616,12880.0,0.881,0
2022-10-21,R01,12,14616,14616.0,1.0,0
2022-10-22,R01,12,14616,14616.0,1.0,0
2022-10-23,R01,12,14616,14616.0,1.0,0
2022-10-24,R01,12,14616,13550.0,0.927,0
2022-10-25,R01,12,14616,9484.0,0.649,0
2022-10-26,R01,12,14616,13720.0,0.939,0
2022-10-27,R01,12,14616,11124.0,0.761,0
2022-10-28,R01,12,14616,14616.0,1.0,0
2022-10-29,R01,12,14616,,,0
2022-10-30,R01,12,14616,14616.0,1.0,0
2022-10-31,R01,12,14616,11087.0,0.759,0
2022-11-01,R01,12,14616,9837.0,0.673,0
2022-11-02,R01,12,14616,13484.0,0.923,0
2022-11-03,R01,12,14616,12980.0,0.888,0
2022-11-04,R01,12,14616,14187.0,0.971,0
2022-11-05,R01,12,14616,13670.0,0.935,0
2022-11-06,R01,12,14616,13486.0,0.923,0
2022-11-07,R01,12,14616,11691.0,0.8,0
2022-11-08,R01,12,14616,11476.0,0.785,0
2022-11-09,R01,12,14616,14500.0,0.992,0
2022-11-10,R01,12,14616,11764.0,0.805,0
2022-11-11,R01,12,14616,14616.0,1.0,0
2022-11-12,R01,12,14616,13959.0,0.955,0
2022-11-13,R01,12,14616,14616.0,1.0,0
2022-11-14,R01,12,14616,12245.0,0.838,0
2022-11-15,R01,12,14616,9482.0,0.649,0
2022-11-16,R01,12,14616,9716.0,0.665,0
2022-11-17,R01,12,14616,12453.0,0.852,0
2022-11-18,R01,12,14616,13409.0,0.917,0
2022-11-19,R01,12,14616,14616.0,1.0,0
2022-11-20,R01,12,14616,13325.0,0.912,0
2022-11-21,R01,12,14616,12603.0,0.862,0
2022-11-22,R01,12,14616,12900.0,0.883,0
2022-11-23,R01,12,14616,11304.0,0.773,0
2022-11-24,R01,12,14616,11344.0,0.776,0
2022-11-25,R01,12,14616,11205.0,0.767,0
2022-11-26,R01,12,14616,14017.0,0.959,0
2022-11-27,R01,12,14616,14616.0,1.0,0
2022-11-28,R01,12,14616,10737.0,0.735,0
2022-11-29,R01,12,14616,11995.0,0.821,0
2022-11-30,R01,12,14616,11184.0,0.765,0
2022-12-01,R01,12,14616,11162.0,0.764,0
2022-12-02,R01,12,14616,14534.0,0.994,0
2022-12-03,R01,12,14616,14270.0,0.976,0
2022-12-04,R01,12,14616,12787.0,0.875,0
2022-12-05,R01,12,14616,10615.0,0.726,0
2022-12-06,R01,12,14616,9079.0,0.621,0
2022-12-07,R01,0,0,0.0,0.0,1
2022-12-08,R01,12,14616,11735.0,0.803,0
2022-12-09,R01,12,14616,12906.0,0.883,0
2022-12-10,R01,12,14616,12967.0,0.887,0
2022-12-11,R01,12,14616,14616.0,1.0,0
2022-12-12,R01,12,14616,13170.0,0.901,0
2022-12-13,R01,12,14616,11272.0,0.771,0
2022-12-14,R01,12,14616,11975.0,0.819,0
2022-12-15,R01,12,14616,12800.0,0.876,0
2022-12-16,R01,12,14616,14080.0,0.963,0
2022-12-17,R01,12,14616,14616.0,1.0,0
2022-12-18,R01,12,14616,11177.0,0.765,0
2022-12-19,R01,12,14616,14616.0,1.0,0
2022-12-20,R01,12,14616,14616.0,1.0,0
2022-12-21,R01,12,14616,14616.0,1.0,0
2022-12-22,R01,12,14616,14616.0,1.0,0
2022-12-23,R01,12,14616,14616.0,1.0,0
2022-12-24,R01,12,14616,14616.0,1.0,0
2022-12-25,R01,12,14616,14616.0,1.0,0
2022-12-26,R01,12,14616,14616.0,1.0,0
2022-12-27,R01,12,14616,14616.0,1.0,0
2022-12-28,R01,12,14616,13943.0,0.954,0
2022-12-29,R01,12,14616,14616.0,1.0,0
2022-12-30,R01,12,14616,14616.0,1.0,0
2022-12-31,R01,12,14616,14616.0,1.0,0
2023-01-01,R01,12,14616,14616.0,1.0,0
2023-01-02,R01,12,14616,14616.0,1.0,0
2023-01-03,R01,12,14616,9050.0,0.619,0
2023-01-04,R01,12,14616,10236.0,0.7,0
2023-01-05,R01,0,0,0.0,0.0,1
2023-01-06,R01,12,14616,10886.0,0.745,0
2023-01-07,R01,12,14616,13773.0,0.942,0
2023-01-08,R01,12,14616,12046.0,0.824,0
2023-01-09,R01,12,14616,8580.0,0.587,0
2023-01-10,R01,12,14616,9463.0,0.647,0
2023-01-11,R01,12,14616,9157.0,0.627,0
2023-01-12,R01,12,14616,9703.0,0.664,0
2023-01-13,R01,12,14616,13161.0,0.9,0
2023-01-14,R01,12,14616,13834.0,0.947,0
2023-01-15,R01,12,14616,12233.0,0.837,0
2023-01-16,R01,12,14616,13123.0,0.898,0
2023-01-17,R01,12,14616,10152.0,0.695,0
2023-01-18,R01,12,14616,12109.0,0.828,0
2023-01-19,R01,12,14616,10741.0,0.735,0
2023-01-20,R01,12,14616,10293.0,0.704,0
2023-01-21,R01,12,14616,13292.0,0.909,0
2023-01-22,R01,12,14616,11740.0,0.803,0
2023-01-23,R01,12,14616,8429.0,0.577,0
2023-01-24,R01,12,14616,11492.0,0.786,0
2023-01-25,R01,12,14616,9236.0,0.632,0
2023-01-26,R01,12,14616,12505.0,0.856,0
2023-01-27,R01,12,14616,14552.0,0.996,0
2023-01-28,R01,12,14616,14388.0,0.984,0
2023-01-29,R01,12,14616,13302.0,0.91,0
2023-01-30,R01,12,14616,12752.0,0.872,0
2023-01-31,R01,12,14616,12109.0,0.828,0
2023-02-01,R01,12,14616,9861.0,0.675,0
2023-02-02,R01,12,14616,,,0
2023-02-03,R01,0,0,0.0,0.0,1
2023-02-04,R01,0,0,0.0,0.0,1
2023-02-05,R01,0,0,0.0,0.0,1
2023-02-06,R01,0,0,0.0,0.0,1
2023-02-07,R01,12,14616,13010.0,0.89,0
2023-02-08,R01,0,0,0.0,0.0,1
2023-02-09,R01,12,14616,11392.0,0.779,0
2023-02-10,R01,12,14616,12693.0,0.868,0
2023-02-11,R01,12,14616,14616.0,1.0,0
2023-02-12,R01,12,14616,13327.0,0.912,0
2023-02-13,R01,12,14616,10875.0,0.744,0
2023-02-14,R01,12,14616,11182.0,0.765,0
2023-02-15,R01,12,14616,13492.0,0.923,0
2023-02-16,R01,12,14616,11432.0,0.782,0
2023-02-17,R01,0,0,0.0,0.0,1
2023-02-18,R01,12,14616,14292.0,0.978,0
2023-02-19,R01,12,14616,11020.0,0.754,0
2023-02-20,R01,12,14616,11417.0,0.781,0
2023-02-21,R01,12,14616,11839.0,0.81,0
2023-02-22,R01,12,14616,8687.0,0.594,0
2023-02-23,R01,12,14616,12187.0,0.834,0
2023-02-24,R01,12,14616,14446.0,0.988,0
2023-02-25,R01,12,14616,13574.0,0.929,0
2023-02-26,R01,12,14616,12560.0,0.859,0
2023-02-27,R01,12,14616,14145.0,0.968,0
2023-02-28,R01,12,14616,11138.0,0.762,0
2023-03-01,R01,12,14616,11404.0,0.78,0
2023-03-02,R01,12,14616,11319.0,0.774,0
2023-03-03,R01,12,14616,13148.0,0.9,0
2023-03-04,R01,12,14616,14616.0,1.0,0
2023-03-05,R01,12,14616,12266.0,0.839,0
2023-03-06,R01,12,14616,13167.0,0.901,0
2023-03-07,R01,12,14616,12581.0,0.861,0
2023-03-08,R01,12,14616,12253.0,0.838,0
2023-03-09,R01,12,14616,10745.0,0.735,0
2023-03-10,R01,12,14616,12808.0,0.876,0
2023-03-11,R01,12,14616,12855.0,0.879,0
2023-03-12,R01,12,14616,12984.0,0.888,0
2023-03-13,R01,12,14616,12328.0,0.843,0
2023-03-14,R01,12,14616,11103.0,0.76,0
2023-03-15,R01,12,14616,12365.0,0.846,0
2023-03-16,R01,12,14616,11980.0,0.82,0
2023-03-17,R01,12,14616,13822.0,0.946,0
2023-03-18,R01,12,14616,14233.0,0.974,0
2023-03-19,R01,12,14616,14616.0,1.0,0
2023-03-20,R01,12,14616,10450.0,0.715,0
2023-03-21,R01,12,14616,11346.0,0.776,0
2023-03-22,R01,12,14616,9299.0,0.636,0
2023-03-23,R01,12,14616,10669.0,0.73,0
2023-03-24,R01,12,14616,14099.0,0.965,0
2023-03-25,R01,12,14616,14616.0,1.0,0
2023-03-26,R01,12,14616,13675.0,0.936,0
2023-03-27,R01,12,14616,,,0
2023-03-28,R01,12,14616,9074.0,0.621,0
2023-03-29,R01,12,14616,11813.0,0.808,0
2023-03-30,R01,12,14616,10047.0,0.687,0
2023-03-31,R01,12,14616,14616.0,1.0,0
2023-04-01,R01,12,14616,14616.0,1.0,0
2023-04-02,R01,12,14616,12384.0,0.847,0
2023-04-03,R01,12,14616,10661.0,0.729,0
2023-04-04,R01,12,14616,10820.0,0.74,0
2023-04-05,R01,12,14616,9704.0,0.664,0
2023-04-06,R01,12,14616,14616.0,1.0,0
2023-04-07,R01,12,14616,14616.0,1.0,0
2023-04-08,R01,12,14616,14230.0,0.974,0
2023-04-09,R01,12,14616,14616.0,1.0,0
2023-04-10,R01,12,14616,14616.0,1.0,0
2023-04-11,R01,12,14616,13569.0,0.928,0
2023-04-12,R01,12,14616,12905.0,0.883,0
2023-04-13,R01,12,14616,13499.0,0.924,0
2023-04-14,R01,12,14616,14616.0,1.0,0
2023-04-15,R01,12,14616,14616.0,1.0,0
2023-04-16,R01,12,14616,14616.0,1.0,0
2023-04-17,R01,12,14616,14616.0,1.0,0
2023-04-18,R01,12,14616,14616.0,1.0,0
2023-04-19,R01,12,14616,14616.0,1.0,0
2023-04-20,R01,12,14616,14616.0,1.0,0
2023-04-21,R01,12,14616,14616.0,1.0,0
2023-04-22,R01,12,14616,14616.0,1.0,0
2023-04-23,R01,12,14616,14616.0,1.0,0
2023-04-24,R01,12,14616,14616.0,1.0,0
2023-04-25,R01,12,14616,14616.0,1.0,0
2023-04-26,R01,12,14616,14616.0,1.0,0
2023-04-27,R01,12,14616,14616.0,1.0,0
2023-04-28,R01,12,14616,14559.0,0.996,0
2023-04-29,R01,12,14616,14616.0,1.0,0
2023-04-30,R01,12,14616,14616.0,1.0,0
2023-05-01,R01,12,14616,11873.0,0.812,0
2023-05-02,R01,12,14616,12707.0,0.869,0
2023-05-03,R01,12,14616,12410.0,0.849,0
2023-05-04,R01,12,14616,12675.0,0.867,0
2023-05-05,R01,12,14616,14616.0,1.0,0
2023-05-06,R01,12,14616,14616.0,1.0,0
2023-05-07,R01,12,14616,14178.0,0.97,0
2023-05-08,R01,12,14616,11227.0,0.768,0
2023-05-09,R01,12,14616,10471.0,0.716,0
2023-05-10,R01,12,14616,10556.0,0.722,0
2023-05-11,R01,12,14616,13162.0,0.9,0
2023-05-12,R01,12,14616,13306.0,0.91,0
2023-05-13,R01,12,14616,14616.0,1.0,0
2023-05-14,R01,12,14616,11941.0,0.817,0
2023-05-15,R01,12,14616,10265.0,0.702,0
2023-05-16,R01,12,14616,14411.0,0.986,0
2023-05-17,R01,12,14616,11857.0,0.811,0
2023-05-18,R01,12,14616,12339.0,0.844,0
2023-05-19,R01,12,14616,14616.0,1.0,0
2023-05-20,R01,12,14616,14616.0,1.0,0
2023-05-21,R01,12,14616,14168.0,0.969,0
2023-05-22,R01,12,14616,13050.0,0.893,0
2023-05-23,R01,12,14616,13257.0,0.907,0
2023-05-24,R01,12,14616,11201.0,0.766,0
2023-05-25,R01,12,14616,14378.0,0.984,0
2023-05-26,R01,12,14616,14616.0,1.0,0
2023-05-27,R01,12,14616,14616.0,1.0,0
2023-05-28,R01,12,14616,14616.0,1.0,0
2023-05-29,R01,12,14616,11234.0,0.769,0
2023-05-30,R01,12,14616,13396.0,0.917,0
2023-05-31,R01,12,14616,13372.0,0.915,0
2023-06-01,R01,12,14616,13902.0,0.951,0
2023-06-02,R01,12,14616,14253.0,0.975,0
2023-06-03,R01,12,14616,14616.0,1.0,0
2023-06-04,R01,12,14616,14616.0,1.0,0
2023-06-05,R01,12,14616,11687.0,0.8,0
2023-06-06,R01,12,14616,14616.0,1.0,0
2023-06-07,R01,12,14616,13875.0,0.949,0
2023-06-08,R01,12,14616,12700.0,0.869,0
2023-06-09,R01,12,14616,14616.0,1.0,0
2023-06-10,R01,12,14616,14616.0,1.0,0
2023-06-11,R01,12,14616,14616.0,1.0,0
2023-06-12,R01,12,14616,13313.0,0.911,0
2023-06-13,R01,12,14616,12069.0,0.826,0
2023-06-14,R01,12,14616,11434.0,0.782,0
2023-06-15,R01,12,14616,14023.0,0.959,0
2023-06-16,R01,12,14616,14511.0,0.993,0
2023-06-17,R01,12,14616,14616.0,1.0,0
2023-06-18,R01,12,14616,14616.0,1.0,0
2023-06-19,R01,12,14616,11841.0,0.81,0
2023-06-20,R01,12,14616,14113.0,0.966,0
2023-06-21,R01,12,14616,11245.0,0.769,0
2023-06-22,R01,12,14616,13314.0,0.911,0
2023-06-23,R01,12,14616,14291.0,0.978,0
2023-06-24,R01,12,14616,14616.0,1.0,0
2023-06-25,R01,12,14616,14616.0,1.0,0
2023-06-26,R01,12,14616,11588.0,0.793,0
2023-06-27,R01,12,14616,11861.0,0.811,0
2023-06-28,R01,12,14616,12373.0,0.847,0
2023-06-29,R01,12,14616,13680.0,0.936,0
2023-06-30,R01,12,14616,14616.0,1.0,0
2023-07-01,R01,12,14616,14616.0,1.0,0
2023-07-02,R01,12,14616,14616.0,1.0,0
2023-07-03,R01,12,14616,13029.0,0.891,0
2023-07-04,R01,12,14616,12822.0,0.877,0
2023-07-05,R01,12,14616,14616.0,1.0,0
2023-07-06,R01,12,14616,13410.0,0.918,0
2023-07-07,R01,12,14616,14616.0,1.0,0
2023-07-08,R01,12,14616,14616.0,1.0,0
2023-07-09,R01,12,14616,12728.0,0.871,0
2023-07-10,R01,12,14616,13682.0,0.936,0
2023-07-11,R01,12,14616,13984.0,0.957,0
2023-07-12,R01,12,14616,12882.0,0.881,0
2023-07-13,R01,12,14616,13214.0,0.904,0
2023-07-14,R01,12,14616,14616.0,1.0,0
2023-07-15,R01,12,14616,14616.0,1.0,0
2023-07-16,R01,12,14616,13856.0,0.948,0
2023-07-17,R01,12,14616,13359.0,0.914,0
2023-07-18,R01,12,14616,13262.0,0.907,0
2023-07-19,R01,12,14616,12520.0,0.857,0
2023-07-20,R01,12,14616,10563.0,0.723,0
2023-07-21,R01,12,14616,14616.0,1.0,0
2023-07-22,R01,12,14616,14616.0,1.0,0
2023-07-23,R01,12,14616,14616.0,1.0,0
2023-07-24,R01,12,14616,14616.0,1.0,0
2023-07-25,R01,12,14616,13020.0,0.891,0
2023-07-26,R01,12,14616,14302.0,0.979,0
2023-07-27,R01,12,14616,12841.0,0.879,0
2023-07-28,R01,12,14616,14616.0,1.0,0
2023-07-29,R01,12,14616,14616.0,1.0,0
2023-07-30,R01,12,14616,13879.0,0.95,0
2023-07-31,R01,12,14616,11590.0,0.793,0
2023-08-01,R01,12,14616,14414.0,0.986,0
2023-08-02,R01,12,14616,14563.0,0.996,0
2023-08-03,R01,12,14616,12257.0,0.839,0
2023-08-04,R01,12,14616,14616.0,1.0,0
2023-08-05,R01,12,14616,14616.0,1.0,0
2023-08-06,R01,12,14616,14616.0,1.0,0
2023-08-07,R01,12,14616,14616.0,1.0,0
2023-08-08,R01,12,14616,12942.0,0.885,0
2023-08-09,R01,12,14616,14616.0,1.0,0
2023-08-10,R01,12,14616,13226.0,0.905,0
2023-08-11,R01,12,14616,14177.0,0.97,0
2023-08-12,R01,12,14616,14616.0,1.0,0
2023-08-13,R01,12,14616,14616.0,1.0,0
2023-08-14,R01,12,14616,14616.0,1.0,0
2023-08-15,R01,12,14616,11499.0,0.787,0
2023-08-16,R01,12,14616,12950.0,0.886,0
2023-08-17,R01,12,14616,13159.0,0.9,0
2023-08-18,R01,12,14616,14616.0,1.0,0
2023-08-19,R01,12,14616,12734.0,0.871,0
2023-08-20,R01,12,14616,14616.0,1.0,0
2023-08-21,R01,12,14616,14616.0,1.0,0
2023-08-22,R01,12,14616,14394.0,0.985,0
2023-08-23,R01,12,14616,12051.0,0.825,0
2023-08-24,R01,12,14616,13734.0,0.94,0
2023-08-25,R01,12,14616,14616.0,1.0,0
2023-08-26,R01,12,14616,14616.0,1.0,0
2023-08-27,R01,12,14616,14616.0,1.0,0
2023-08-28,R01,12,14616,12874.0,0.881,0
2023-08-29,R01,12,14616,12193.0,0.834,0
2023-08-30,R01,12,14616,14546.0,0.995,0
2023-08-31,R01,12,14616,11084.0,0.758,0
2023-09-01,R01,12,14616,13944.0,0.954,0
2023-09-02,R01,12,14616,13268.0,0.908,0
2023-09-03,R01,12,14616,14616.0,1.0,0
2023-09-04,R01,12,14616,12947.0,0.886,0
2023-09-05,R01,12,14616,11759.0,0.805,0
2023-09-06,R01,12,14616,11619.0,0.795,0
2023-09-07,R01,12,14616,12719.0,0.87,0
2023-09-08,R01,12,14616,13494.0,0.923,0
2023-09-09,R01,12,14616,14616.0,1.0,0
2023-09-10,R01,12,14616,14616.0,1.0,0
2023-09-11,R01,12,14616,12407.0,0.849,0
2023-09-12,R01,12,14616,14616.0,1.0,0
2023-09-13,R01,12,14616,12238.0,0.837,0
2023-09-14,R01,12,14616,11577.0,0.792,0
2023-09-15,R01,12,14616,14616.0,1.0,0
2023-09-16,R01,12,14616,14474.0,0.99,0
2023-09-17,R01,12,14616,14616.0,1.0,0
2023-09-18,R01,12,14616,13905.0,0.951,0
2023-09-19,R01,12,14616,13034.0,0.892,0
2023-09-20,R01,12,14616,,,0
2023-09-21,R01,12,14616,12935.0,0.885,0
2023-09-22,R01,12,14616,14616.0,1.0,0
2023-09-23,R01,12,14616,14391.0,0.985,0
2023-09-24,R01,12,14616,14616.0,1.0,0
2023-09-25,R01,12,14616,13973.0,0.956,0
2023-09-26,R01,12,14616,13600.0,0.93,0
2023-09-27,R01,12,14616,12333.0,0.844,0
2023-09-28,R01,12,14616,13408.0,0.917,0
2023-09-29,R01,12,14616,12786.0,0.875,0
2023-09-30,R01,12,14616,14132.0,0.967,0
2023-10-01,R01,12,14616,14302.0,0.979,0
2023-10-02,R01,12,14616,13831.0,0.946,0
2023-10-03,R01,12,14616,13468.0,0.921,0
2023-10-04,R01,12,14616,11664.0,0.798,0
2023-10-05,R01,12,14616,11747.0,0.804,0
2023-10-06,R01,12,14616,14616.0,1.0,0
2023-10-07,R01,12,14616,13004.0,0.89,0
2023-10-08,R01,12,14616,14431.0,0.987,0
2023-10-09,R01,12,14616,13648.0,0.934,0
2023-10-10,R01,12,14616,12703.0,0.869,0
2023-10-11,R01,12,14616,13428.0,0.919,0
2023-10-12,R01,12,14616,11659.0,0.798,0
2023-10-13,R01,12,14616,13540.0,0.926,0
2023-10-14,R01,12,14616,14616.0,1.0,0
2023-10-15,R01,12,14616,14616.0,1.0,0
2023-10-16,R01,12,14616,,,0
2023-10-17,R01,12,14616,11616.0,0.795,0
2023-10-18,R01,12,14616,12521.0,0.857,0
2023-10-19,R01,12,14616,13510.0,0.924,0
2023-10-20,R01,12,14616,14616.0,1.0,0
2023-10-21,R01,12,14616,12727.0,0.871,0
2023-10-22,R01,12,14616,14616.0,1.0,0
2023-10-23,R01,12,14616,11676.0,0.799,0
2023-10-24,R01,12,14616,10210.0,0.699,0
2023-10-25,R01,12,14616,12319.0,0.843,0
2023-10-26,R01,12,14616,12692.0,0.868,0
2023-10-27,R01,12,14616,14164.0,0.969,0
2023-10-28,R01,12,14616,14616.0,1.0,0
2023-10-29,R01,12,14616,14320.0,0.98,0
2023-10-30,R01,12,14616,9799.0,0.67,0
2023-10-31,R01,12,14616,11221.0,0.768,0
2023-11-01,R01,12,14616,12731.0,0.871,0
2023-11-02,R01,12,14616,11285.0,0.772,0
2023-11-03,R01,12,14616,,,0
2023-11-04,R01,12,14616,13198.0,0.903,0
2023-11-05,R01,12,14616,11971.0,0.819,0
2023-11-06,R01,12,14616,12478.0,0.854,0
2023-11-07,R01,12,14616,11068.0,0.757,0
2023-11-08,R01,12,14616,12523.0,0.857,0
2023-11-09,R01,12,14616,13281.0,0.909,0
2023-11-10,R01,12,14616,12289.0,0.841,0
2023-11-11,R01,12,14616,13531.0,0.926,0
2023-11-12,R01,12,14616,14365.0,0.983,0
2023-11-13,R01,12,14616,10546.0,0.722,0
2023-11-14,R01,12,14616,11618.0,0.795,0
2023-11-15,R01,12,14616,13897.0,0.951,0
2023-11-16,R01,12,14616,11096.0,0.759,0
2023-11-17,R01,12,14616,14616.0,1.0,0
2023-11-18,R01,12,14616,14616.0,1.0,0
2023-11-19,R01,12,14616,14294.0,0.978,0
2023-11-20,R01,12,14616,11454.0,0.784,0
2023-11-21,R01,12,14616,10950.0,0.749,0
